"Hostname","AgentId","Groups","uuid","platform","distro","os","ip","status","agent_version","core_version","linked_on","last_connect","last_scanned","LastConnectUtc","LastScannedUtc","health_state_name"
"ARCH-PF4WLKHD","655578167","Propeller-Workstation","e6a8aaef-a707-4343-ad32-5798e5fc8e6f","WINDOWS","win-x86-64",,"192.168.1.28","on",,"11.1.2","1749713092","1776796332","1776780992","4/21/2026 6:32:12 PM","4/21/2026 2:16:32 PM","HEALTHY"
"ARCH-PF4WLKHL","678475078","Propeller-Workstation","22ff35f7-356c-43c9-9fda-3b4da0a3b882","WINDOWS","win-x86-64",,"10.10.53.8","on",,"11.1.2","1776454872","1776797950","1776789776","4/21/2026 6:59:10 PM","4/21/2026 4:42:56 PM","HEALTHY"
"ARCH-PF4WLKJ0","676981537","Propeller-Workstation","6de59ab1-2a35-4ea4-976c-6c3e8224450b","WINDOWS","win-x86-64",,"192.168.1.140","on",,"11.1.2","1774321704","1776797908","1776780622","4/21/2026 6:58:28 PM","4/21/2026 2:10:22 PM","HEALTHY"
"ARCH-PF4WLKJC","675304870","Propeller-Workstation","39929fc4-7a24-4ac9-9fd0-cad7b123ac54","WINDOWS","win-x86-64",,"192.168.68.59","off",,"11.1.2","1771886275","1775867815","1775867818","4/11/2026 12:36:55 AM","4/11/2026 12:36:58 AM","HEALTHY"
"ARCH-PF4WLKJV","676980694","Propeller-Workstation","6ebcdf32-8b50-4ba6-bb0e-b0310d8edc61","WINDOWS","win-x86-64",,"192.168.12.94","on",,"11.1.2","1774320800","1776797400","1776781314","4/21/2026 6:50:00 PM","4/21/2026 2:21:54 PM","HEALTHY"
"ARCH-PF4WLMM3","655578940","ACS-Workstation","3398645d-a77d-4ec1-9b75-ff7efe2ba553","WINDOWS","win-x86-64",,"10.234.14.227","on",,"11.1.2","1749713607","1776796185","1776774003","4/21/2026 6:29:45 PM","4/21/2026 12:20:03 PM","HEALTHY"
"ARCH-PF4WLMMA","678352208","ACS-Workstation","51c7f7b4-550c-4882-aeef-00e5a728bded","WINDOWS","win-x86-64",,"10.233.60.174","on",,"11.1.2","1776292088","1776794536","1776775542","4/21/2026 6:02:16 PM","4/21/2026 12:45:42 PM","HEALTHY"
"ARCH-PF4WLNJS","676993014","AIGI-Workstation","10194489-9319-4833-acc8-fe8fd37846c6","WINDOWS","win-x86-64",,"10.233.176.239","on",,"11.1.2","1774337026","1776796711","1776796713","4/21/2026 6:38:31 PM","4/21/2026 6:38:33 PM","HEALTHY"
"ARCH-PF4WLNKK","676977699","ACS-Workstation","c1ab514b-cd5f-4a14-abbc-2da0992fa7e9","WINDOWS","win-x86-64",,"10.234.10.20","on",,"11.1.2","1774316207","1776796439","1776774319","4/21/2026 6:33:59 PM","4/21/2026 12:25:19 PM","HEALTHY"
"ARCH-PF4WLNLH","676987788","ACS-Workstation","49790146-1114-46bc-9387-22a82f3561aa","WINDOWS","win-x86-64",,"10.234.9.171","on",,"11.1.2","1774330614","1776797831","1776774628","4/21/2026 6:57:11 PM","4/21/2026 12:30:28 PM","HEALTHY"
"ARCH-PF4WLNMB","676977750","ACS-Workstation","8b26a696-0176-4fe2-8614-c1a673783b5d","WINDOWS","win-x86-64",,"10.233.177.63","on",,"11.1.2","1774316352","1776797414","1776776354","4/21/2026 6:50:14 PM","4/21/2026 12:59:14 PM","HEALTHY"
"ARCH-PF4WLNMQ","655578746","ACS-Workstation","a068eb83-54f8-4e90-9015-7b7439cc068b","WINDOWS","win-x86-64",,"10.234.15.243","on",,"11.1.2","1749713501","1776797355","1776778919","4/21/2026 6:49:15 PM","4/21/2026 1:41:59 PM","HEALTHY"
"ARCH-PF4WLNNE","676980522","ACS-Workstation","6a5d8a42-aa71-4a09-bd77-9a09dd6280e8","WINDOWS","win-x86-64",,"10.234.15.117","on",,"11.1.2","1774320503","1776797881","1776773749","4/21/2026 6:58:01 PM","4/21/2026 12:15:49 PM","HEALTHY"
"ARCH-PF4WLPNH","655580894","AIGI-Workstation","8ddc076a-bb37-41b7-a80a-8cd083ba4617","WINDOWS","win-x86-64",,"10.24.9.25","on",,"11.1.2","1749715092","1776797882","1776797883","4/21/2026 6:58:02 PM","4/21/2026 6:58:03 PM","HEALTHY"
"ARCH-PF4WLPNQ","677020244","AIGI-Workstation","4a6b9b83-2add-4d8a-9d61-9de664f72c18","WINDOWS","win-x86-64",,"10.132.10.138","on",,"11.1.2","1774365647","1776796925","1776796927","4/21/2026 6:42:05 PM","4/21/2026 6:42:07 PM","HEALTHY"
"ARCH-PF4WLPP6","675785248","ACS-Workstation","9739f4ed-6f7e-4123-b923-797aae904798","WINDOWS","win-x86-64",,"10.234.9.10","on",,"11.1.2","1772600455","1776797645","1776773209","4/21/2026 6:54:05 PM","4/21/2026 12:06:49 PM","HEALTHY"
"ARCH-PF4WLPPH","676977148","Propeller-Workstation","01ce3262-3b4f-43e5-93d5-cb26c9879b94","WINDOWS","win-x86-64",,"192.168.4.77","on",,"11.1.2","1774315332","1776796428","1776780255","4/21/2026 6:33:48 PM","4/21/2026 2:04:15 PM","HEALTHY"
"ARCH-PF4WLPPY","655609787","AIGI-Workstation","d2993b6a-8b5f-489d-8ac3-0dc3cdd6add4","WINDOWS","win-x86-64",,"10.113.111.249","on",,"11.1.2","1749735122","1776797576","1776797579","4/21/2026 6:52:56 PM","4/21/2026 6:52:59 PM","HEALTHY"
"ARCH-PF4WLPR3","678633843","AIGI-Workstation","72062129-8646-4255-b088-21b9dda9e259","WINDOWS","win-x86-64",,"10.200.12.178","on",,"11.1.2","1776732013","1776794861","1776738323","4/21/2026 6:07:41 PM","4/21/2026 2:25:23 AM","HEALTHY"
"ARCH-PF4WLPRR","677462761","Thimble-Workstation","96014492-8a2f-45b7-851f-096e470d155f","WINDOWS","win-x86-64",,"192.168.1.193","off",,"11.1.2","1774967156","1776778617",,"4/21/2026 1:36:57 PM",,"HEALTHY"
"ARCH-PF4WLQYA","676982999","AIGI-Workstation","8c63d5c8-c87b-47f6-881c-76fa624a6cfa","WINDOWS","win-x86-64",,"10.234.11.69","on",,"11.1.2","1774323903","1776796056","1776737734","4/21/2026 6:27:36 PM","4/21/2026 2:15:34 AM","HEALTHY"
"ARCH-PF4WLQYY","675785178","AIGI-Workstation","721effa0-6227-4ce4-ba0c-430c04370706","WINDOWS","win-x86-64",,"10.24.14.78","on",,"11.1.2","1772600330","1776796551","1776796555","4/21/2026 6:35:51 PM","4/21/2026 6:35:55 PM","HEALTHY"
"ARCH-PF4WLQZE","677014632","AIGI-Workstation","b82569b7-e7f4-4942-8646-a138ff18c0e5","WINDOWS","win-x86-64",,"192.168.1.154","on",,"11.1.2","1774360592","1776796724","1776796725","4/21/2026 6:38:44 PM","4/21/2026 6:38:45 PM","HEALTHY"
"ARCH-PF4WLQZY","655578436","ACS-Workstation","0ba4b183-688f-416b-884a-bbd9e2eea3ae","WINDOWS","win-x86-64",,"10.234.8.171","off",,"11.1.2","1749713297","1776738663","1776692275","4/21/2026 2:31:03 AM","4/20/2026 1:37:55 PM","HEALTHY"
"ARCH-PF4WLR06","657029254","ACS-Workstation","be61f92e-a735-49a9-afb7-fea69c5eb42d","WINDOWS","win-x86-64",,"10.234.15.253","on",,"11.1.2","1750946877","1776795479","1776774001","4/21/2026 6:17:59 PM","4/21/2026 12:20:01 PM","HEALTHY"
"ARCH-PF4WLR0C","677037546","ACS-Workstation","465eb817-6288-40e3-9ce5-77eb29cc52f6","WINDOWS","win-x86-64",,"10.24.8.17","on",,"11.1.2","1774382752","1776797155","1776781066","4/21/2026 6:45:55 PM","4/21/2026 2:17:46 PM","HEALTHY"
"ARCH-PF4WLR19","677011809","ACS-Workstation","f24ef3bb-76f5-47f4-a004-2d5832e3b05e","WINDOWS","win-x86-64",,"10.234.15.110","on",,"11.1.2","1774357770","1776797366","1776781277","4/21/2026 6:49:26 PM","4/21/2026 2:21:17 PM","HEALTHY"
"ARCH-PF4WLR1N","676987047","ACS-Workstation","a1764fdd-7fc1-49fa-83dd-ac705d6d2602","WINDOWS","win-x86-64",,"10.24.10.100","on",,"11.1.2","1774329448","1776797633","1776781547","4/21/2026 6:53:53 PM","4/21/2026 2:25:47 PM","HEALTHY"
"ARCH-PF4WLR1Y","676978130","ACS-Workstation","bfcb821f-2519-44a6-8a4a-956a10e284d4","WINDOWS","win-x86-64",,"10.10.110.2","on",,"11.1.2","1774316975","1776797510","1776779067","4/21/2026 6:51:50 PM","4/21/2026 1:44:27 PM","HEALTHY"
"ARCH-PF4WLR29","676979026","ACS-Workstation","21636be5-7c16-408e-9785-203d45a810a3","WINDOWS","win-x86-64",,"10.24.12.211","on",,"11.1.2","1774318234","1776796995","1776774872","4/21/2026 6:43:15 PM","4/21/2026 12:34:32 PM","HEALTHY"
"ARCH-PF4WLR2Q","655935663","AMI-Workstation","c6f34c88-8881-4f78-af3e-dff39c6dae9c","WINDOWS","win-x86-64",,"10.2.14.131","on",,"11.1.2","1750080108","1776797668","1776089816","4/21/2026 6:54:28 PM","4/13/2026 2:16:56 PM","HEALTHY"
"ARCH-PF4WLSD5","677012265","ACS-Workstation","fb4821b0-0ef0-47f9-b01e-c23e2d687d80","WINDOWS","win-x86-64",,"10.233.56.53","on",,"11.1.2","1774358206","1776796590","1776780496","4/21/2026 6:36:30 PM","4/21/2026 2:08:16 PM","HEALTHY"
"ARCH-PF4WLSDJ","657386528","ACS-Workstation","e016d047-7edf-4b13-810a-a3e9daaf414a","WINDOWS","win-x86-64",,"10.113.10.209","on",,"11.1.2","1751287900","1776794452","1776776351","4/21/2026 6:00:52 PM","4/21/2026 12:59:11 PM","HEALTHY"
"ARCH-PF4WLSDV","676988166","ACS-Workstation","3f9b0697-25e7-444e-bb5e-2683e72738ea","WINDOWS","win-x86-64",,"192.168.86.37","on",,"11.1.2","1774331385","1776796862","1776773744","4/21/2026 6:41:02 PM","4/21/2026 12:15:44 PM","HEALTHY"
"ARCH-PF4WLSEK","677016741","AIGI-Workstation","87497d52-b6c7-4c65-a816-44efa7bc976d","WINDOWS","win-x86-64",,"10.24.12.25","on",,"11.1.2","1774362380","1776796977","1776796984","4/21/2026 6:42:57 PM","4/21/2026 6:43:04 PM","HEALTHY"
"ARCH-PF4WLSEW","655577649","AIGI-Workstation","687bfb8e-4798-4244-afd6-11b6d42f8e60","WINDOWS","win-x86-64",,"192.168.1.28","on",,"11.1.2","1749712833","1776797359","1776737961","4/21/2026 6:49:19 PM","4/21/2026 2:19:21 AM","HEALTHY"
"ARCH-PF4WLSFC","677008654","ACS-Workstation","35bbcbcf-d8aa-400f-a028-4c53f6573172","WINDOWS","win-x86-64",,"10.234.9.114","on",,"11.1.2","1774355129","1776796414","1776778561","4/21/2026 6:33:34 PM","4/21/2026 1:36:01 PM","HEALTHY"
"ARCH-PF4WLSFT","655602180","ACS-Workstation","1c318bb8-1d6b-4f99-bb56-a836d7553d2c","WINDOWS","win-x86-64",,"192.168.1.160","on",,"11.1.2","1749730346","1776797723","1776773266","4/21/2026 6:55:23 PM","4/21/2026 12:07:46 PM","HEALTHY"
"ARCH-PF4WLSG5","655948939","AIGI-Workstation","96eca7cf-023d-4813-8cbe-fa385bf19eb5","WINDOWS","win-x86-64",,"10.234.12.91","on",,"11.1.2","1750089086","1776796321","1776737827","4/21/2026 6:32:01 PM","4/21/2026 2:17:07 AM","HEALTHY"
"ARCH-PF4WLTTN","676999881","ACS-Workstation","e69a03cb-9ef5-416e-92da-de9efd1d296c","WINDOWS","win-x86-64",,"10.234.12.198","on",,"11.1.2","1774346208","1776797786","1776773654","4/21/2026 6:56:26 PM","4/21/2026 12:14:14 PM","HEALTHY"
"ARCH-PF4WLTVQ","676984916","ACS-Workstation","dbde8f38-1d07-4379-9a17-0073620562e8","WINDOWS","win-x86-64",,"10.234.11.202","on",,"11.1.2","1774326757","1776797125","1776775484","4/21/2026 6:45:25 PM","4/21/2026 12:44:44 PM","HEALTHY"
"ARCH-PF4WLTW6","659022729","ACS-Workstation","80bc1740-95dd-4635-96c0-58a565421e23","WINDOWS","win-x86-64",,"10.234.8.212","on",,"11.1.2","1752784269","1776796401","1776774242","4/21/2026 6:33:21 PM","4/21/2026 12:24:02 PM","HEALTHY"
"ARCH-PF4WLTWX","676977433","ACS-Workstation","a6f00f00-5406-4116-b66a-eb659cb14302","WINDOWS","win-x86-64",,"10.129.10.22","on",,"11.1.2","1774315833","1776797351","1776780592","4/21/2026 6:49:11 PM","4/21/2026 2:09:52 PM","HEALTHY"
"ARCH-PF4WLTXD","677012402","AIGI-Workstation","ca26755e-b1c4-4b5b-83ac-7ebf2e176c46","WINDOWS","win-x86-64",,"10.147.10.138","on",,"11.1.2","1774358340","1776797435","1776797437","4/21/2026 6:50:35 PM","4/21/2026 6:50:37 PM","HEALTHY"
"ARCH-PF4WLTXS","675811358","ACS-Workstation","750b952c-f6fa-4406-b6cb-16ba7bacad35","WINDOWS","win-x86-64",,"192.168.1.219","off",,"11.1.2","1772636850","1776525623","1776259511","4/18/2026 3:20:23 PM","4/15/2026 1:25:11 PM","HEALTHY"
"ARCH-PF4WLTY6","676987723","ACS-Workstation","01fc7c46-0097-41dd-914d-9b4438ab9348","WINDOWS","win-x86-64",,"192.168.0.161","on",,"11.1.2","1774330505","1776798029","1776774510","4/21/2026 7:00:29 PM","4/21/2026 12:28:30 PM","HEALTHY"
"ARCH-PF4WMMD4","675785471","ACS-Intune","e5ae96d0-cc7c-498b-98cc-67aed34ac36e","WINDOWS","win-x86-64",,"10.1.0.145","off",,"11.1.2","1772600650","1774372741","1774354820","3/24/2026 5:19:01 PM","3/24/2026 12:20:20 PM","HEALTHY"
"ARCH-PF4WMMF6","655602623","AIGI-Intune","ee508a0d-0d3e-4632-a5f0-92867765e3c3","WINDOWS","win-x86-64",,"10.234.13.227","off",,"11.1.2","1749730609","1774278975","1773947222","3/23/2026 3:16:15 PM","3/19/2026 7:07:02 PM","HEALTHY"
"ARCH-PF4WMMFM","677007816","ACS-Workstation","cade0b59-904e-4bbf-b65d-72800cc1fd15","WINDOWS","win-x86-64",,"10.234.12.83","on",,"11.1.2","1774354466","1776795125","1776777020","4/21/2026 6:12:05 PM","4/21/2026 1:10:20 PM","HEALTHY"
"ARCH-PF4WMMGJ","677987099","ACS-Workstation","39903a73-61ad-4a73-9149-167a711b42f4","WINDOWS","win-x86-64",,"10.234.11.152","on",,"11.1.2","1775739284","1776796761","1776774621","4/21/2026 6:39:21 PM","4/21/2026 12:30:21 PM","HEALTHY"
"ARCH-PF4WMNM8","675809916","AIGI-Workstation","c3547854-a65d-47cb-a476-3f8985477195","WINDOWS","win-x86-64",,"10.234.8.94","on",,"11.1.2","1772635432","1776796062","1776480737","4/21/2026 6:27:42 PM","4/18/2026 2:52:17 AM","HEALTHY"
"ARCH-PF4WMNP1","655576498","ACS-Workstation","8312fc88-46c8-4abe-856f-a6b7a1e3b4fe","WINDOWS","win-x86-64",,"10.24.14.114","on",,"11.1.2","1749711989","1776797087","1776774968","4/21/2026 6:44:47 PM","4/21/2026 12:36:08 PM","HEALTHY"
"ARCH-PF4WY2XT","677838273","AEIS-Workstation","6b319c37-9d52-4662-992e-985fe42baafe","WINDOWS","win-x86-64",,"192.168.1.188","off",,"11.1.2","1775549430","1776355345","1776252756","4/16/2026 4:02:25 PM","4/15/2026 11:32:36 AM","HEALTHY"
"ARCH-PF4WY55N","677094823","AEIS-Workstation","79794389-e066-441f-bb1f-0fec9064f13f","WINDOWS","win-x86-64",,"10.208.181.101","off",,"11.1.2","1774456210","1776787891","1776787894","4/21/2026 4:11:31 PM","4/21/2026 4:11:34 PM","HEALTHY"
"ARCH-PF4WY56R","676994105","AEIS-Workstation","b0925810-5f47-455b-bc45-8721001c721f","WINDOWS","win-x86-64",,"10.158.104.184","off",,"11.1.2","1774338477","1776789224","1776789230","4/21/2026 4:33:44 PM","4/21/2026 4:33:50 PM","HEALTHY"
"ARCH-PF4WY9P0","656156465","AEIS-Workstation","17abe9b9-a9a1-47dc-8111-4a146972bcd7","WINDOWS","win-x86-64",,"10.234.14.169","on",,"11.1.2","1750232719","1776797980","1776788956","4/21/2026 6:59:40 PM","4/21/2026 4:29:16 PM","HEALTHY"
"ARCH-PF4WY9R7","677907979","AEIS-Workstation","450e0c8c-ce60-4021-a070-db8ea4c52d7c","WINDOWS","win-x86-64",,"10.208.185.157","off",,"11.1.2","1775636304","1776783824","1776684720","4/21/2026 3:03:44 PM","4/20/2026 11:32:00 AM","HEALTHY"
"ARCH-PF4X873R","677015997","MCE-Workstation","864c5e84-8998-4141-b122-50485f000028","WINDOWS","win-x86-64",,"10.234.15.160","on",,"11.1.2","1774361704","1776792794",,"4/21/2026 5:33:14 PM",,"HEALTHY"
"ARCH-PF4X874E","676986784","MCE-Workstation","aa31ae9a-ccb8-4b76-92d8-383ab59003e5","WINDOWS","win-x86-64",,"10.134.111.146","on",,"11.1.2","1774329204","1776796158",,"4/21/2026 6:29:18 PM",,"HEALTHY"
"ARCH-PF4X874W","675811232","MCE-Workstation","241160c9-1936-4b50-9558-648466e411a7","WINDOWS","win-x86-64",,"10.24.10.139","on",,"11.1.2","1772636733","1776796153","1772639062","4/21/2026 6:29:13 PM","3/4/2026 3:44:22 PM","HEALTHY"
"ARCH-PF4X8758","678352003","ACS-Workstation","db324184-7746-4087-bdc2-7557e6d29c14","WINDOWS","win-x86-64",,"10.234.8.136","on",,"11.1.2","1776291839","1776796423",,"4/21/2026 6:33:43 PM",,"HEALTHY"
"ARCH-PF4X875J","659297483","MCE-Workstation","cab3bee2-f9bb-44ae-b2bb-85d2b5574f48","WINDOWS","win-x86-64",,"10.24.15.164","on",,"11.1.2","1753116952","1776796843","1772653161","4/21/2026 6:40:43 PM","3/4/2026 7:39:21 PM","HEALTHY"
"ARCH-PF4X875W","677016826","MCE-Workstation","9e5db787-37fa-4ff3-a59a-8cc7c71e705e","WINDOWS","win-x86-64",,"10.234.10.45","on",,"11.1.2","1774362479","1776796927",,"4/21/2026 6:42:07 PM",,"HEALTHY"
"ARCH-PF4X876A","676978740","MCE-Workstation","38fcd34b-31d0-4922-b5b2-4e842ff89103","WINDOWS","win-x86-64",,"10.24.9.52","on",,"11.1.2","1774317853","1776797747",,"4/21/2026 6:55:47 PM",,"HEALTHY"
"ARCH-PF4X876M","675787068","AIGI-Workstation","74852b64-963e-40bc-815f-756aec0f6be0","WINDOWS","win-x86-64",,"10.234.8.107","on",,"11.1.2","1772602943","1776797422","1776740143","4/21/2026 6:50:22 PM","4/21/2026 2:55:43 AM","HEALTHY"
"ARCH-PF4X876T","676991347","MCE-Workstation","646f9ccb-f9ff-4693-879b-afb7b3aa902f","WINDOWS","win-x86-64",,"10.24.8.102","on",,"11.1.2","1774335553","1776796760",,"4/21/2026 6:39:20 PM",,"HEALTHY"
"ARCH-PF4X8773","677007010","MCE-Workstation","d3cfe695-c4b6-41da-a951-70bcb2bfec80","WINDOWS","win-x86-64",,"10.234.15.154","on",,"11.1.2","1774353785","1776796051",,"4/21/2026 6:27:31 PM",,"HEALTHY"
"ARCH-PF4X8779","677018109","MCE-Workstation","53038db7-d9a9-4cf0-83d4-2c100d1b51d9","WINDOWS","win-x86-64",,"10.24.12.239","on",,"11.1.2","1774363811","1776796120",,"4/21/2026 6:28:40 PM",,"HEALTHY"
"ARCH-PF4X877Y","677010264","MCE-Workstation","4848d996-eb4e-4727-8a25-035edbcc8259","WINDOWS","win-x86-64",,"10.233.122.104","on",,"11.1.2","1774356843","1776797977",,"4/21/2026 6:59:37 PM",,"HEALTHY"
"ARCH-PF4X8786","677013154","MCE-Workstation","16ff4b5f-5fe6-4b53-8d38-d2033b7019a5","WINDOWS","win-x86-64",,"10.233.120.170","on",,"11.1.2","1774359159","1776797689",,"4/21/2026 6:54:49 PM",,"HEALTHY"
"ARCH-PF4X878D","676985915","MCE-Workstation","2d71e42d-b184-4c38-9c78-4383685ad0bc","WINDOWS","win-x86-64",,"10.24.15.124","on",,"11.1.2","1774328155","1776797734",,"4/21/2026 6:55:34 PM",,"HEALTHY"
"ARCH-PF4X89Y4","677004822","MCE-Workstation","362d488e-ccc5-4552-88dd-9c710d3289b5","WINDOWS","win-x86-64",,"10.234.14.187","on",,"11.1.2","1774351400","1776796960",,"4/21/2026 6:42:40 PM",,"HEALTHY"
"ARCH-PF4X89YF","633086360","MCE-Workstation","8816c812-bd8c-4c71-b699-0b9eec305aa5","WINDOWS","win-x86-64",,"10.24.13.240","on",,"11.1.2","1722259314","1776798033","1772135536","4/21/2026 7:00:33 PM","2/26/2026 7:52:16 PM","HEALTHY"
"ARCH-PF4X89YV","633095385","MCE-Workstation","086ddfd7-f345-4779-81b6-d4d8a5566629","WINDOWS","win-x86-64",,"10.233.120.147","on",,"11.1.2","1722266468","1776797406","1772134967","4/21/2026 6:50:06 PM","2/26/2026 7:42:47 PM","HEALTHY"
"ARCH-PF4X89Z5","677191040","MCE-Workstation","3bb2576b-e80a-4765-a4e6-5f09d4317e81","WINDOWS","win-x86-64",,"10.24.9.85","on",,"11.1.2","1774556401","1776796363",,"4/21/2026 6:32:43 PM",,"CRITICAL"
"ARCH-PF4X89ZK","676990538","MCE-Workstation","6eee4c72-adcd-436b-a064-6a45e172e776","WINDOWS","win-x86-64",,"10.24.11.76","on",,"11.1.2","1774334601","1776797523",,"4/21/2026 6:52:03 PM",,"HEALTHY"
"ARCH-PF4X89ZP","656083446","MCE-Workstation","c62009a8-08d5-4682-9320-3fb1e10f7ead","WINDOWS","win-x86-64",,"10.234.11.106","on",,"11.1.2","1750172723","1776795953","1772563943","4/21/2026 6:25:53 PM","3/3/2026 6:52:23 PM","HEALTHY"
"ARCH-PF4X8A03","677011813","MCE-Workstation","ce8b4441-54d6-4a5c-b9c9-2636b0881a1c","WINDOWS","win-x86-64",,"10.24.11.203","on",,"11.1.2","1774357774","1776797230",,"4/21/2026 6:47:10 PM",,"HEALTHY"
"ARCH-PF4X8A0D","676993132","MCE-Workstation","af11740f-b2ec-497e-9d78-6d24de0fe8fc","WINDOWS","win-x86-64",,"10.234.8.121","on",,"11.1.2","1774337149","1776796372",,"4/21/2026 6:32:52 PM",,"HEALTHY"
"ARCH-PF4X8A0T","676990955","MCE-Workstation","471ec19c-fcbf-4532-a8ca-a19237a6b7a3","WINDOWS","win-x86-64",,"10.132.10.81","on",,"11.1.2","1774335050","1776797870",,"4/21/2026 6:57:50 PM",,"HEALTHY"
"ARCH-PF4X8A15","655609874","MCE-Workstation","a98633e7-e406-45a2-86b9-60ca877c8e72","WINDOWS","win-x86-64",,"100.103.152.15","off",,"11.1.2","1749735164","1776261711","1772634437","4/15/2026 2:01:51 PM","3/4/2026 2:27:17 PM","HEALTHY"
"ARCH-PF4X8A1F","677014618","MCE-Workstation","8229cf4d-1f5a-453a-9ac1-31a8fd5f947d","WINDOWS","win-x86-64",,"192.168.1.66","off",,"11.1.2","1774360564","1776093187",,"4/13/2026 3:13:07 PM",,"HEALTHY"
"ARCH-PF4X8A23","676090922","AIGI-Workstation","5a70b230-91d4-4335-ad9e-78b040774e81","WINDOWS","win-x86-64",,"10.112.108.202","on",,"11.1.2","1773076548","1776796959","1776796961","4/21/2026 6:42:39 PM","4/21/2026 6:42:41 PM","HEALTHY"
"ARCH-PF4X8C2E","677077524","MCE-Workstation","ea8e3fac-65bb-4907-bc9a-e9690910c791","WINDOWS","win-x86-64",,"10.0.0.151","on",,"11.1.2","1774440303","1776796143",,"4/21/2026 6:29:03 PM",,"HEALTHY"
"ARCH-PF4X8C2Z","676905604","MCE-Workstation","810f7b30-7366-47b2-b28a-b96729db0f4a","WINDOWS","win-x86-64",,"10.234.14.207","on",,"11.1.2","1774230578","1776797135",,"4/21/2026 6:45:35 PM",,"HEALTHY"
"ARCH-PF4X8C37","676993119","MCE-Workstation","faaff339-1ead-4d8d-8788-42d08b3bc2f6","WINDOWS","win-x86-64",,"10.0.0.39","on",,"11.1.2","1774337136","1776796747",,"4/21/2026 6:39:07 PM",,"HEALTHY"
"ARCH-PF4X8C3E","677012144","MCE-Workstation","3d780c54-8a53-49fc-b83e-b837e6871ef4","WINDOWS","win-x86-64",,"10.233.120.41","on",,"11.1.2","1774358097","1776796506",,"4/21/2026 6:35:06 PM",,"HEALTHY"
"ARCH-PF4X8C3R","677004441","MCE-Workstation","1b56d269-f653-4377-82fe-293fc6e0825e","WINDOWS","win-x86-64",,"10.24.13.27","on",,"11.1.2","1774350925","1776797260",,"4/21/2026 6:47:40 PM",,"HEALTHY"
"ARCH-PF4X8C49","676980742","MCE-Workstation","f9a4f09b-e9f1-48aa-abd9-c12cfbdc8d00","WINDOWS","win-x86-64",,"10.233.120.166","on",,"11.1.2","1774320825","1776795464",,"4/21/2026 6:17:44 PM",,"HEALTHY"
"ARCH-PF4X8C4Q","677011932","MCE-Workstation","fabd0a8c-7e0b-4641-a839-ed5ba991c478","WINDOWS","win-x86-64",,"10.234.11.193","off",,"11.1.2","1774357909","1776456163",,"4/17/2026 8:02:43 PM",,"HEALTHY"
"ARCH-PF4X8C55","677023987","MCE-Workstation","492dbf89-8570-4d8d-bcd6-66b2a840a60f","WINDOWS","win-x86-64",,"10.24.14.77","on",,"11.1.2","1774368889","1776796857",,"4/21/2026 6:40:57 PM",,"HEALTHY"
"ARCH-PF4X8C5D","677386261","MCE-Workstation","e109090b-ea74-4456-888a-a599394cc77d","WINDOWS","win-x86-64",,"10.24.11.92","on",,"11.1.2","1774876921","1776797771",,"4/21/2026 6:56:11 PM",,"HEALTHY"
"ARCH-PF4X8C5T","677014080","MCE-Workstation","a62cf158-4339-4071-96b8-1ec9ece6a842","WINDOWS","win-x86-64",,"10.134.10.166","on",,"11.1.2","1774359965","1776797649",,"4/21/2026 6:54:09 PM",,"HEALTHY"
"ARCH-PF4X8C61","676987257","ACS-Workstation","620de121-69c3-4210-9be1-65ec7ae3a6c6","WINDOWS","win-x86-64",,"10.234.12.65","on",,"11.1.2","1774329809","1776796105","1776773612","4/21/2026 6:28:25 PM","4/21/2026 12:13:32 PM","HEALTHY"
"ARCH-PF4X8E5W","677008194","MCE-Workstation","aae47924-b004-4a38-a701-da69db2844f1","WINDOWS","win-x86-64",,"10.24.8.166","on",,"11.1.2","1774354789","1776796547",,"4/21/2026 6:35:47 PM",,"HEALTHY"
"ARCH-PF4X8E67","676979797","MCE-Workstation","33e4e4e0-ab6a-4527-a560-3af96bf985e4","WINDOWS","win-x86-64",,"10.24.9.170","on",,"11.1.2","1774319310","1776796137",,"4/21/2026 6:28:57 PM",,"HEALTHY"
"ARCH-PF4X8E6G","677040668","AIGI-Workstation","3812f401-1b5d-4428-8e79-33453a2743ce","WINDOWS","win-x86-64",,"10.24.14.98","on",,"11.1.2","1774386418","1776797512","1776797513","4/21/2026 6:51:52 PM","4/21/2026 6:51:53 PM","HEALTHY"
"ARCH-PF4X8E6T","677006602","MCE-Workstation","c5d11a37-ca51-48bc-be3e-2b123abe94a5","WINDOWS","win-x86-64",,"10.233.120.186","off",,"11.1.2","1774353427","1776715970",,"4/20/2026 8:12:50 PM",,"HEALTHY"
"ARCH-PF4X8E75","633169708","MCE-Workstation","f434578f-b0a9-4ddd-8a87-97eb31827ad8","WINDOWS","win-x86-64",,"10.234.8.74","on",,"11.1.2","1722362262","1776796840","1772568107","4/21/2026 6:40:40 PM","3/3/2026 8:01:47 PM","HEALTHY"
"ARCH-PF4X8E7G","676985551","MCE-Workstation","a7745fcd-c9f6-45b6-b83d-46badfbc86a6","WINDOWS","win-x86-64",,"10.233.120.91","on",,"11.1.2","1774327659","1776796891",,"4/21/2026 6:41:31 PM",,"HEALTHY"
